4500,q(1/Angstrom),S_NiNi,S_MnMn,S_NiMn,S_total,900,q(1/Angstrom),S_NiNi,S_MnMn,S_NiMn,S_total,800,q(1/Angstrom),S_NiNi,S_MnMn,S_NiMn,S_total,700,q(1/Angstrom),S_NiNi,S_MnMn,S_NiMn,S_total,300,q(1/Angstrom),S_NiNi,S_MnMn,S_NiMn,S_total
,4.464883,0.844007889,0.867994997,-0.174888763,0.68111268,,4.464883,0.668553518,0.731684206,-0.30179568,0.398323183,,4.464883,0.654674972,0.70630133,-0.286254275,0.394233876,,4.464883,0.641986574,0.682242558,-0.274238477,0.387876089,,4.464883,0.618010247,0.726711257,-0.287346933,0.385013819
,4.511706,0.773478771,0.882594958,-0.16052711,0.667509755,,4.511706,0.626281983,0.790328879,-0.29288398,0.415421451,,4.511706,0.631487502,0.777780077,-0.309320272,0.395313518,,4.511706,0.599250218,0.749949714,-0.300154719,0.374445247,,4.511706,0.553363597,0.731342552,-0.299077918,0.343275157
,4.558528,0.764071843,1.006247878,-0.177775991,0.70738387,,4.558528,0.696243861,0.884907024,-0.306951452,0.483623991,,4.558528,0.718373912,0.889582316,-0.339816587,0.464161527,,4.558528,0.715761218,0.874698144,-0.337261423,0.457968257,,4.558528,0.676889132,0.808465716,-0.331155561,0.411521864
,4.605351,0.794703754,0.944336375,-0.167504007,0.702016058,,4.605351,0.720656819,0.902512003,-0.303605917,0.507978494,,4.605351,0.725518093,0.874949762,-0.315864129,0.484369799,,4.605351,0.742389959,0.885661649,-0.310374873,0.50365093,,4.605351,0.773162624,0.833354908,-0.342983068,0.460275698
,4.652174,0.851370776,0.857941289,-0.171291053,0.68336498,,4.652174,0.730281708,0.835863568,-0.300080811,0.482991827,,4.652174,0.728769123,0.783390092,-0.284162914,0.471916694,,4.652174,0.725728786,0.793402619,-0.283920346,0.475645356,,4.652174,0.752850287,0.766994818,-0.33473446,0.425188093
,4.698997,0.847452107,0.886087672,-0.189382753,0.677387137,,4.698997,0.765982997,0.813126678,-0.285984963,0.503569874,,4.698997,0.768422155,0.766231694,-0.266137713,0.501189212,,4.698997,0.740948054,0.743101226,-0.2608304,0.48119424,,4.698997,0.663811676,0.701029471,-0.264285385,0.418135189
,4.745819,0.850788416,0.889908449,-0.192055948,0.678292485,,4.745819,0.829796355,0.865514944,-0.280617186,0.567038463,,4.745819,0.835978511,0.832668135,-0.269688661,0.564634662,,4.745819,0.789153291,0.778522582,-0.265762459,0.518075477,,4.745819,0.669983134,0.759000508,-0.27040064,0.444091181
,4.792642,0.892026683,0.868531611,-0.147344765,0.732934381,,4.792642,0.858002596,0.825443882,-0.248701794,0.593021446,,4.792642,0.82122196,0.80876941,-0.244075409,0.570920276,,4.792642,0.796351569,0.75577463,-0.239238891,0.536824208,,4.792642,0.746721496,0.709304576,-0.244713291,0.483299745
,4.839465,0.968916385,0.946760782,-0.13127191,0.826566674,,4.839465,0.800741745,0.846578648,-0.191596044,0.632064152,,4.839465,0.767456588,0.815754066,-0.175672189,0.615933138,,4.839465,0.776191105,0.758002632,-0.170670641,0.596426227,,4.839465,0.807934985,0.647011414,-0.137559516,0.589913684
,4.886288,1.082431201,1.028138749,-0.167043892,0.888241083,,4.886288,0.702326867,0.85139668,-0.145371993,0.63148978,,4.886288,0.712807557,0.849250226,-0.149686912,0.631341979,,4.886288,0.724461469,0.819239006,-0.176777867,0.595072371,,4.886288,0.756504488,0.687129408,-0.136031346,0.585785602
,4.93311,0.981572063,0.987395942,-0.114465246,0.870018757,,4.93311,0.785875738,0.821466343,-0.124633455,0.679037586,,4.93311,0.817237133,0.851631897,-0.140677277,0.693757237,,4.93311,0.78529454,0.871565719,-0.173708462,0.654721667,,4.93311,0.762292943,0.808340611,-0.137666379,0.647650399
,4.979933,0.84322783,0.924662882,-0.05043802,0.833507336,,4.979933,0.901399274,0.885312506,-0.094443533,0.798912357,,4.979933,0.938229892,0.895702792,-0.062150612,0.85481573,,4.979933,0.919870784,0.878241795,-0.06671805,0.832338239,,4.979933,0.888273427,0.865573553,-0.10846234,0.76846115
,5.026756,0.880832753,0.859535556,-0.015192191,0.854991963,,5.026756,0.834494281,0.919825918,-0.081712632,0.795447467,,5.026756,0.868803173,0.930567066,-0.065844841,0.833840278,,5.026756,0.920219634,0.896936327,-0.09070165,0.817876331,,5.026756,0.986461467,0.908804074,-0.190922513,0.756710257
,5.073579,0.848538948,0.930186015,-0.06755134,0.821811142,,5.073579,0.895056085,1.061827882,-0.114014298,0.864427685,,5.073579,0.90550257,1.100005822,-0.128151898,0.874602298,,5.073579,0.965195572,1.118980846,-0.16472238,0.877365829,,5.073579,1.041891092,1.110673518,-0.180687662,0.895594643
,5.120401,0.832571364,1.008323377,-0.124558377,0.795888994,,5.120401,0.926620134,1.249078724,-0.038426053,1.049423376,,5.120401,0.885013869,1.261157646,-0.0362086,1.036877158,,5.120401,0.882187222,1.277576044,-0.050937595,1.028944038,,5.120401,0.87634843,1.20083785,-0.087504535,0.951088605
,5.167224,0.955713979,0.993985976,-0.052930135,0.921919842,,5.167224,0.923614077,1.189851142,0.041773399,1.098506008,,5.167224,0.871347811,1.188238678,0.024666846,1.054460091,,5.167224,0.846013074,1.187469404,0.013653486,1.030394725,,5.167224,0.721663709,1.162891694,-0.027304385,0.914973316
,5.214047,0.948659143,1.000337978,0.027858689,1.00235725,,5.214047,0.95867657,1.145918968,0.056184645,1.108482414,,5.214047,0.916434481,1.141053856,0.013417757,1.042161925,,5.214047,0.921914706,1.153290869,-0.021330899,1.016271888,,5.214047,0.821034552,1.189391756,-0.032893287,0.972319867
,5.26087,0.898951137,0.940789499,0.024978459,0.944848777,,5.26087,0.998297403,1.115339207,0.061182825,1.11800113,,5.26087,0.97647065,1.110503781,0.030771846,1.074259061,,5.26087,0.998640928,1.121060145,-0.011155805,1.048694731,,5.26087,0.980422661,1.116585448,0.002711484,1.051215539
,5.307692,0.899429656,0.930290704,-0.055907248,0.858952932,,5.307692,1.019704543,1.04324568,0.083630127,1.115105239,,5.307692,1.028616315,1.041203789,0.080630334,1.115540386,,5.307692,1.02677619,1.040696154,0.059635138,1.09337131,,5.307692,1.065318138,1.058077034,0.108665691,1.170363277
,5.354515,0.947502013,1.05801531,-0.066984421,0.93577424,,5.354515,1.029665762,1.004518749,0.066965526,1.084057782,,5.354515,1.02012311,0.99463845,0.117946326,1.125327106,,5.354515,1.040618321,1.014318384,0.13913369,1.166602043,,5.354515,1.147097971,1.018322284,0.209619376,1.292329504
,5.401338,0.922650369,1.049269684,0.046229343,1.03218937,,5.401338,1.132241055,1.018028216,0.094113583,1.169248218,,5.401338,1.126725796,1.041278936,0.13403002,1.218032386,,5.401338,1.133426484,1.091058907,0.167214011,1.279456707,,5.401338,1.233879725,1.09195334,0.321417909,1.484334441
,5.448161,0.946052502,0.971492548,0.009843737,0.968616262,,5.448161,1.115360553,1.034552148,0.142944835,1.217901186,,5.448161,1.126610541,1.067668061,0.120047937,1.217187238,,5.448161,1.093463964,1.125101917,0.177269355,1.286552296,,5.448161,1.110844213,1.125493241,0.341236149,1.459404876
,5.494983,0.950284252,0.927827037,-0.015547719,0.923507926,,5.494983,1.093103835,1.076808665,0.193472013,1.278428263,,5.494983,1.10780133,1.059164954,0.159977833,1.243460975,,5.494983,1.089851386,1.101824476,0.189602525,1.285440456,,5.494983,0.971534288,1.080306696,0.190706765,1.216627257
,5.541806,0.911429582,0.886765605,0.032560722,0.931658316,,5.541806,1.118919191,1.054299556,0.184584699,1.271194072,,5.541806,1.115093955,1.050918999,0.164747145,1.247753622,,5.541806,1.128043136,1.084436241,0.182815131,1.289054819,,5.541806,1.065165688,1.066411038,0.188396744,1.254185107
,5.588629,0.948967391,0.918947191,0.072115982,1.006073273,,5.588629,1.157700075,1.001056301,0.144807873,1.224186061,,5.588629,1.1683568,1.043766217,0.142642608,1.248704117,,5.588629,1.214130762,1.058437379,0.175641769,1.31192584,,5.588629,1.329075961,0.996961682,0.219420951,1.382439772
,5.635452,1.05311394,1.062386175,0.063983199,1.121733256,,5.635452,1.165553923,1.059255487,0.179043189,1.291447894,,5.635452,1.178938433,1.078433884,0.197059308,1.325745466,,5.635452,1.192613015,1.065026462,0.192135766,1.320955504,,5.635452,1.299500751,1.068002289,0.187103331,1.370854851
,5.682274,1.082014406,1.135679131,0.083335321,1.19218209,,5.682274,1.07616909,1.08976479,0.183997352,1.266964292,,5.682274,1.067877732,1.058578964,0.165835574,1.229063922,,5.682274,1.048875108,1.034104839,0.166684184,1.208174157,,5.682274,1.138637042,1.102315098,0.178322114,1.298798185
,5.729097,1.052467808,1.071117365,0.123087437,1.184880024,,5.729097,1.072360125,1.116433381,0.156351744,1.250748497,,5.729097,1.096211242,1.031436687,0.14770626,1.211530224,,5.729097,1.07783101,1.024287369,0.16428741,1.2153466,,5.729097,1.123939952,0.956837089,0.183843249,1.22423177
,5.77592,1.027834633,1.01644343,0.049576623,1.071715654,,5.77592,1.137305209,1.232621711,0.126313469,1.31127693,,5.77592,1.204037923,1.161594341,0.174955889,1.357772021,,5.77592,1.220946889,1.157014921,0.197880605,1.38686151,,5.77592,1.287767477,1.047724861,0.203940117,1.371686286
,5.822742,1.113434369,0.929666979,0.011007788,1.032558462,,5.822742,1.13735575,1.239685182,0.090146736,1.278667202,,5.822742,1.181593858,1.176140255,0.157722744,1.336589801,,5.822742,1.212000352,1.169817196,0.174750568,1.365659342,,5.822742,1.294454583,1.236191007,0.130505511,1.395828306
,5.869565,1.127084688,0.969398287,0.006720505,1.054961993,,5.869565,1.232910228,1.108839696,0.162612965,1.333487928,,5.869565,1.231092009,1.045272025,0.208602901,1.346784917,,5.869565,1.290807062,1.014702442,0.24276968,1.395524432,,5.869565,1.318970915,1.152176741,0.289457756,1.525031584
,5.916388,1.03507179,1.012658012,0.043230185,1.067095086,,5.916388,1.210726646,1.046367709,0.127437719,1.255984897,,5.916388,1.186373674,1.03539861,0.165099634,1.275985776,,5.916388,1.235057237,1.038671144,0.188260688,1.325124879,,5.916388,1.279055775,1.200922082,0.285763534,1.525752463
,5.963211,1.048130631,1.052512782,0.079090095,1.129411801,,5.963211,1.097749842,1.094147262,0.107740508,1.20368906,,5.963211,1.086837959,1.112241202,0.114815494,1.214355074,,5.963211,1.069451386,1.132866596,0.070187687,1.171346679,,5.963211,1.031060756,1.249467969,0.023746132,1.164010494
,6.010033,1.096188875,1.076303909,0.114763685,1.201010077,,6.010033,1.152324082,1.060642764,0.188350448,1.294833871,,6.010033,1.151547408,1.077951367,0.170879213,1.2856286,,6.010033,1.135013035,1.071022112,0.114897131,1.217914704,,6.010033,1.101609065,1.069694019,0.028942375,1.114593917
,6.056856,1.064644113,1.002176469,0.150249077,1.183659368,,6.056856,1.187864779,1.075817786,0.208694619,1.340535902,,6.056856,1.20236291,1.072783831,0.183856678,1.321430049,,6.056856,1.193194979,1.018959288,0.1923726,1.298449734,,6.056856,1.261896948,0.971971094,0.198840701,1.315774722
,6.103679,1.112619481,1.112686026,0.149792056,1.26244481,,6.103679,1.157257238,1.134190486,0.166750272,1.312474134,,6.103679,1.211370356,1.112935026,0.16966983,1.331822521,,6.103679,1.199475379,1.086933891,0.235863225,1.37906786,,6.103679,1.433536732,1.033805603,0.316603224,1.550274391
,6.150502,1.126269415,1.109600473,0.064489119,1.182424063,,6.150502,1.137335568,1.095582334,0.101470379,1.217929331,,6.150502,1.188527766,1.074568636,0.124704966,1.256253167,,6.150502,1.18933014,1.075578787,0.185325655,1.317780119,,6.150502,1.450120001,0.973727461,0.221328636,1.433252366
,6.197324,1.114136559,1.002431107,0.104551462,1.162835295,,6.197324,1.158749258,1.024014579,0.083339062,1.17472098,,6.197324,1.156852119,0.993524754,0.084706962,1.159895399,,6.197324,1.155076729,0.977521938,0.121137107,1.187436441,,6.197324,1.265841989,0.914559002,0.150700631,1.240901127
,6.244147,1.097688048,1.031611556,0.160275319,1.224925121,,6.244147,1.178291705,1.007529675,0.103902158,1.196812848,,6.244147,1.177678759,1.008419986,0.100926151,1.193975523,,6.244147,1.199773375,1.010031066,0.120811137,1.225713358,,6.244147,1.239733958,1.056062223,0.201928652,1.349826742
,6.29097,1.008403524,1.030809944,0.110226621,1.129833355,,6.29097,1.217091775,1.101270411,0.178174146,1.33735524,,6.29097,1.219387089,1.11336895,0.196599136,1.362977156,,6.29097,1.246937356,1.095609136,0.213605784,1.384879031,,6.29097,1.189141262,1.133827357,0.243909274,1.405393583
,6.337793,1.186676054,1.036944615,0.07224399,1.184054325,,6.337793,1.317554939,1.092155825,0.169664863,1.374520244,,6.337793,1.253296712,1.113743755,0.165095426,1.348615659,,6.337793,1.217418301,1.065996022,0.127835028,1.26954219,,6.337793,1.161777232,1.063471029,0.160746507,1.273370637
,6.384615,1.271838848,1.000102171,0.048053791,1.1840243,,6.384615,1.178449769,1.054920072,0.136476713,1.253161634,,6.384615,1.119456966,1.128443511,0.118520374,1.242470612,,6.384615,1.097071534,1.160796864,0.067433049,1.196367248,,6.384615,1.16773788,1.08257169,0.081315276,1.206470061
,6.431438,1.080028321,1.051321544,0.055985256,1.121660188,,6.431438,1.181867055,1.104160297,0.14943539,1.292449065,,6.431438,1.143372701,1.119306153,0.132871153,1.26421058,,6.431438,1.135280618,1.115981586,0.083518631,1.209149733,,6.431438,1.052101361,1.072538991,-0.030490052,1.031830124
,6.478261,1.029507829,1.083271437,0.082151227,1.13854086,,6.478261,1.180410012,1.096266253,0.120153299,1.258491432,,6.478261,1.209532112,1.035773544,0.115473756,1.238126584,,6.478261,1.225325755,0.946055399,0.057726166,1.143416744,,6.478261,1.044566924,0.937078643,-0.068271066,0.922551718
,6.525084,1.054189392,1.01689704,0.093820977,1.129364192,,6.525084,0.98470541,1.005457315,0.016448205,1.011529568,,6.525084,1.018812789,0.96375917,0.026276527,1.017562506,,6.525084,1.056061865,0.91850314,0.015062622,1.002345124,,6.525084,1.002446842,0.926342275,-0.029854551,0.934540007
,6.571906,1.079683361,0.962981962,0.057889934,1.079222595,,6.571906,1.023567243,0.954339926,0.00364241,0.992595994,,6.571906,1.001765007,0.933919004,-0.016183582,0.951658424,,6.571906,1.003040193,0.935925212,-0.015099396,0.954383307,,6.571906,0.982232473,0.913463308,-0.041071521,0.90677637
,6.618729,0.992422745,0.898334915,0.040841314,0.986220144,,6.618729,1.025027918,0.88351157,0.022306835,0.976576579,,6.618729,0.989107978,0.879012576,-0.017365511,0.916694766,,6.618729,0.979717351,0.909261012,-0.005535427,0.938953755,,6.618729,1.013415937,0.938757922,-0.105466688,0.870620241
,6.665552,0.951136238,0.96495619,0.078621321,1.036667535,,6.665552,0.927824479,0.852114448,-0.052786887,0.837182577,,6.665552,0.894454316,0.867170083,-0.068097431,0.812714769,,6.665552,0.912776506,0.872156194,-0.033899634,0.858566716,,6.665552,0.970329703,0.903622225,-0.088934689,0.848041275
,6.712375,0.963184259,1.042081575,0.131636039,1.134268956,,6.712375,0.879502006,0.861400667,-0.144831217,0.725620119,,6.712375,0.840956949,0.886154029,-0.150770613,0.712784876,,6.712375,0.851698502,0.88356454,-0.137975552,0.729655969,,6.712375,0.854062706,0.872710325,-0.134498006,0.72888851
,6.759197,0.965236179,1.077961281,0.089195092,1.110793822,,6.759197,0.860853354,0.854454836,-0.155037961,0.702616134,,6.759197,0.854966087,0.870495276,-0.174628629,0.688102052,,6.759197,0.854704667,0.891414845,-0.183652866,0.68940689,,6.759197,0.846050286,0.899818502,-0.235567083,0.637367311
,6.80602,0.929346612,1.054264322,0.01475966,1.006565127,,6.80602,0.855035134,0.953000198,-0.16415912,0.739858546,,6.80602,0.86452462,0.911799142,-0.156277176,0.731884705,,6.80602,0.844555577,0.883222856,-0.174160139,0.689729078,,6.80602,0.789517089,0.809523376,-0.229404383,0.57011585
,6.852843,0.903482563,1.012966241,-0.023933494,0.934290908,,6.852843,0.880290267,0.953881357,-0.198385363,0.718700449,,6.852843,0.867435905,0.904239589,-0.170775035,0.715062712,,6.852843,0.82943852,0.89538437,-0.18122717,0.681184275,,6.852843,0.753947441,0.857701187,-0.234729135,0.571095179
,6.899666,0.953719173,0.994697592,-0.060987506,0.913220876,,6.899666,0.865517735,0.825499535,-0.159241006,0.686267629,,6.899666,0.850487689,0.823236944,-0.141027708,0.695834609,,6.899666,0.82204405,0.808552181,-0.14885499,0.666443125,,6.899666,0.772595556,0.864369976,-0.190965371,0.627517396
,6.946488,1.030625588,0.93934497,-0.072095199,0.912890081,,6.946488,0.805289482,0.877643401,-0.155742483,0.685723959,,6.946488,0.811710932,0.883738095,-0.155375407,0.692349107,,6.946488,0.791122333,0.856337849,-0.153079486,0.670650605,,6.946488,0.698908902,0.833624232,-0.165367042,0.600899525
,6.993311,1.019069626,0.922312426,-0.049862292,0.920828734,,6.993311,0.837548915,0.940120927,-0.15211126,0.736723661,,6.993311,0.832021038,0.942458745,-0.175321161,0.711918731,,6.993311,0.79538792,0.912140051,-0.171508677,0.682255308,,6.993311,0.735039076,0.856839211,-0.23317951,0.562759634
,7.040134,0.96809447,0.922266744,0.013806531,0.958987138,,7.040134,0.872459079,0.871273415,-0.087438141,0.784428107,,7.040134,0.805785213,0.857834813,-0.113838483,0.71797153,,7.040134,0.79846892,0.816854229,-0.129100718,0.678560856,,7.040134,0.778256818,0.70951728,-0.22514699,0.518740059
,7.086957,0.973927342,0.937968123,-0.031369423,0.924578309,,7.086957,0.852226937,0.865699669,-0.160191941,0.698771362,,7.086957,0.797774293,0.864086954,-0.182251768,0.648678856,,7.086957,0.810683277,0.820492798,-0.195230756,0.620357282,,7.086957,0.790472795,0.699591838,-0.224837211,0.520195106
,7.133779,0.952002006,1.061297695,-0.076902101,0.929747749,,7.133779,0.847721294,0.918974387,-0.191869042,0.691478799,,7.133779,0.851791405,0.943370233,-0.206475464,0.691105355,,7.133779,0.85868247,0.878633182,-0.20418378,0.664474047,,7.133779,0.832739332,0.720145366,-0.206949649,0.569492699
,7.180602,0.983362719,0.980698843,-0.023714247,0.958316534,,7.180602,0.852453661,0.927178271,-0.184004693,0.705811273,,7.180602,0.86491132,0.930826014,-0.193464054,0.704404613,,7.180602,0.867534077,0.866150008,-0.187257729,0.679584313,,7.180602,0.87259622,0.714361268,-0.199644182,0.593834561
,7.227425,1.04379664,0.836301302,-0.024280659,0.915768312,,7.227425,0.845603812,0.941135804,-0.243006739,0.650363069,,7.227425,0.806016037,0.946904544,-0.257217326,0.619242964,,7.227425,0.774738311,0.928030411,-0.249139504,0.602244857,,7.227425,0.764433411,0.74199992,-0.224029694,0.529186971
,7.274247,1.007302701,0.874520705,-0.086392407,0.854519296,,7.274247,0.850468105,1.045138314,-0.250617978,0.697185231,,7.274247,0.788611364,1.063022562,-0.24102367,0.684793293,,7.274247,0.763972408,1.095119023,-0.249841359,0.679704356,,7.274247,0.715390522,0.895525,-0.249916305,0.555541456
,7.32107,0.997374631,0.993378907,-0.132934209,0.86244256,,7.32107,0.870719788,1.018684851,-0.218353758,0.726348561,,7.32107,0.83095405,0.996024338,-0.180142271,0.733346923,,7.32107,0.847631902,1.012571421,-0.192798377,0.737303285,,7.32107,0.77847456,0.87001723,-0.206767358,0.617478537
,7.367893,0.998883466,0.973693341,-0.03240869,0.953879713,,7.367893,0.826587132,0.909373999,-0.159956071,0.708024494,,7.367893,0.853935283,0.893858802,-0.150166644,0.723730399,,7.367893,0.89143673,0.855843084,-0.149186962,0.724452945,,7.367893,0.917586646,0.788996844,-0.164125757,0.689165988
,7.414716,1.024882088,0.994743966,-0.003273459,1.006539568,,7.414716,0.787379996,0.896745198,-0.145519645,0.696542952,,7.414716,0.825293426,0.923234797,-0.171904029,0.702360083,,7.414716,0.851226351,0.875813726,-0.173497018,0.690023021,,7.414716,0.924049592,0.8477301,-0.207595902,0.678293944
,7.461538,1.024066303,1.065881013,-0.059491682,0.985481976,,7.461538,0.822485686,0.906128203,-0.144681808,0.719625137,,7.461538,0.843475754,0.874973798,-0.18708501,0.672139767,,7.461538,0.84601101,0.861086321,-0.198445708,0.655102957,,7.461538,0.883991561,0.855981442,-0.157998643,0.711987859
,7.508361,1.009103143,1.027114191,-0.044648741,0.973459927,,7.508361,0.862030538,0.928846807,-0.112707691,0.782730982,,7.508361,0.885920459,0.852204503,-0.12856568,0.740496801,,7.508361,0.884266605,0.870611305,-0.155345595,0.72209336,,7.508361,0.855243255,0.924093485,-0.088923254,0.800745116
,7.555184,1.037773338,1.014864399,-0.017230662,1.009088206,,7.555184,0.880187741,0.913559078,-0.100774865,0.796098544,,7.555184,0.895755892,0.87129154,-0.094495729,0.789027987,,7.555184,0.880678405,0.884547405,-0.109262757,0.773350148,,7.555184,0.940112192,0.969472664,-0.114944398,0.83984803
,7.602007,0.998948886,1.037124018,-0.058689805,0.959346647,,7.602007,0.895621864,0.919277902,-0.081476649,0.825973234,,7.602007,0.882554484,0.878998368,-0.068030085,0.812746341,,7.602007,0.864235725,0.884383102,-0.065355794,0.808953619,,7.602007,0.952596555,0.918495498,-0.149314377,0.786231649
,7.648829,0.968117835,1.026664801,-0.081863919,0.915527399,,7.648829,0.940820853,0.947216714,-0.072847453,0.871171331,,7.648829,0.938287567,0.93301708,-0.042125692,0.893526632,,7.648829,0.903008371,0.942985877,-0.033690171,0.889306953,,7.648829,0.908583501,0.898050839,-0.142597469,0.760719701
,7.695652,1.008152693,1.065016298,-0.065801807,0.970782688,,7.695652,0.918059305,1.003004201,-0.017437516,0.943094237,,7.695652,0.910315349,1.040951366,-0.036275643,0.939357715,,7.695652,0.876701478,1.081349399,-0.026215096,0.952810343,,7.695652,0.913387137,1.113034022,-0.06996625,0.943244329
,7.742475,0.897724941,1.071791216,-0.030738587,0.954019491,,7.742475,0.890336364,1.007455497,-0.002698685,0.946197246,,7.742475,0.899998195,1.059505641,-0.055232564,0.924519353,,7.742475,0.878086653,1.136339134,-0.0482692,0.958943693,,7.742475,0.884773102,1.230099073,-0.054717964,1.002718123
,7.789298,0.942597636,1.090595541,0.003588008,1.020184597,,7.789298,0.916122531,0.991153015,-0.012235985,0.941401788,,7.789298,0.921503321,0.982909891,-0.032541693,0.919664913,,7.789298,0.900617646,1.029939133,-0.031704907,0.933573483,,7.789298,0.965683076,1.05628753,-0.069877236,0.941108067
,7.83612,1.020585464,1.012485186,-0.005127321,1.011408004,,7.83612,0.899733724,1.028006859,0.060876504,1.024746795,,7.83612,0.879152017,1.031923196,0.068061063,1.02359867,,7.83612,0.897999692,1.086449726,0.077481434,1.069706143,,7.83612,0.994105145,1.14068074,0.053935824,1.121328767
,7.882943,0.986063962,0.907808002,-0.015723683,0.931212298,,7.882943,0.955953785,1.061416273,0.136959255,1.145644284,,7.882943,0.952494777,1.115631372,0.152803936,1.186867011,,7.882943,0.985403617,1.162156229,0.153798654,1.227578577,,7.882943,1.06802896,1.204079573,0.081497867,1.217552134
,7.929766,0.983562659,0.892689173,-0.037601965,0.900523951,,7.929766,1.040352555,1.056734532,0.11191678,1.160460324,,7.929766,1.07790691,1.107363227,0.127276159,1.219911227,,7.929766,1.12257739,1.091913757,0.143391822,1.250637396,,7.929766,1.138058149,1.187491761,0.143521181,1.306296137
